#domain,port,ioc,ip
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,3380,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.testdnscoll.testlt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
www.mail.mail.mail.mail.mail.mail.x.scrt.pl,8443,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
www.mail.mail.ns1.bftnz.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.20.13.168
www.mail.ns1.wiz8.com,80,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
www.medicalhistory.site,6606,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.medicalhistory.site,7707,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.medicalhistory.site,8808,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.ns1.techsightlab.com,443,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
www.pekvital.com,30121,Possible wstunnel Domain (Unverified),43.106.139.208
www.pivotpoint.fit,7443,Possible Mythic Domain (Unverified),89.127.233.194
www.polling.bcserver.infoatrisk.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.42.37.36
www.polling.bcserver.infoatrisk.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.42.37.36
www.princessreign.com,8080,Possible Mythic Domain (Unverified),64.227.105.70
www.real-honesty.com,443,Possible AsyncRAT Domain (Unverified),195.177.94.101
www.sccic.info,7443,Possible Mythic Domain (Unverified),134.209.41.160
www.security.adgov.online,80,Possible BurpSuite Collaborator Domain (Unverified),3.29.113.247
www.securitycheck.serversec.mng.nintendo.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.220.87.115
www.sgs-z.com,4321,Possible AdaptixC2 Domain (Unverified),134.122.132.28
www.shnsk.com,8888,Possible Supershell Domain (Unverified),103.233.8.46
www.soka-nline.com,2025,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.sunyotech.com,5433,Possible Ligolo-ng Domain (Unverified),67.207.81.22
www.tech-corp.net,8080,Possible wstunnel Domain (Unverified),135.181.35.122
www.teigigutesiegel.at,8081,Possible Hak5 Cloud C2 Domain (Unverified),91.239.118.157
www.thebangbros.com,1001,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.thekhadeen.com,3790,Possible Metasploit Domain (Unverified),51.195.105.59
www.tihuloj.com,44875,Possible AdaptixC2 Domain (Unverified),185.242.245.27
www.usapdfa.com,7007,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.vps113661.inmotionhosting.com,443,Possible BurpSuite Collaborator Domain (Unverified),23.235.220.135
www.web.sitesforclasses.com,80,Possible DinDoor Domain (Unverified),2.27.248.16
www.whxck.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),43.153.206.145
www.whxck.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),43.153.206.145
www.xpj5859.com,2025,Possible PureRAT Domain (Unverified),183.90.187.2
x.ctxp.ru,443,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.ctxp.ru,80,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.pilotairbus.com,4443,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
x.pilotairbus.com,8080,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
x3p.me,443,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x3p.me,80,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x9.to,443,Possible BurpSuite Collaborator Domain (Unverified),34.145.238.24
x9.to,80,Possible BurpSuite Collaborator Domain (Unverified),34.145.238.24
xkk.chaosmedia.cn,9520,Possible CHAOS Domain (Unverified),117.72.101.55
xnu.pw,80,Possible BurpSuite Collaborator Domain (Unverified),182.169.75.133
xoqwfb.swellcss.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.204.67.121
xoqwfb.swellcss.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.204.67.121
xxooxx.duckdns.org,8080,Possible Hak5 Cloud C2 Domain (Unverified),212.34.136.14
ye.immqm.com,18888,Possible Supershell Domain (Unverified),8.138.155.217
yfz.cc.cd,18993,Possible wstunnel Domain (Unverified),85.194.243.117
yhies.work,443,Possible BurpSuite Collaborator Domain (Unverified),92.222.178.185
yhies.work,80,Possible BurpSuite Collaborator Domain (Unverified),92.222.178.185
ythdfh34.w4.to,443,Possible BurpSuite Collaborator Domain (Unverified),34.145.243.184
ythdfh34.w4.to,80,Possible BurpSuite Collaborator Domain (Unverified),34.145.243.184
yxta.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.77.222.226
zenithcapitflow.pro,80,Possible DinDoor Domain (Unverified),91.92.43.103
zhrunt.top,18888,Possible Salt Typhon SSH Fingerprint Domain (Unverified),103.140.239.251
zoo.acipia.net,443,Possible Brute Ratel C4 Domain (Unverified),163.172.174.237
zoo.acipia.net,80,Possible Brute Ratel C4 Domain (Unverified),163.172.174.237
